,ubigeo,distrito,tipo_area,poblacion,porcentaje,acumulado_porcentaje,anio
1494,050703,CORONEL CASTAÑEDA,Area Urbana,179,15.98,15.98,2005
1495,050703,CORONEL CASTAÑEDA,Area Rural,941,84.02,100.0,2005
1496,050703,CORONEL CASTAÑEDA,Total,1120,100.0,100.0,2005
1497,050704,PACAPAUSA,Area Urbana,307,26.15,26.15,2005
1498,050704,PACAPAUSA,Area Rural,867,73.85,100.0,2005
1499,050704,PACAPAUSA,Total,1174,100.0,100.0,2005
1500,050705,PULLO,Area Urbana,2369,58.29,58.29,2005
1501,050705,PULLO,Area Rural,1695,41.71,100.0,2005
1502,050705,PULLO,Total,4064,100.0,100.0,2005
1503,050706,PUYUSCA,Area Urbana,1275,41.73,41.73,2005
1504,050706,PUYUSCA,Area Rural,1780,58.27,100.0,2005
1505,050706,PUYUSCA,Total,3055,100.0,100.0,2005
1506,050707,SAN FRANCISCO DE RAVACAYCO,Area Urbana,153,27.77,27.77,2005
1507,050707,SAN FRANCISCO DE RAVACAYCO,Area Rural,398,72.23,100.0,2005
1508,050707,SAN FRANCISCO DE RAVACAYCO,Total,551,100.0,100.0,2005
1509,050708,UPAHUACHO,Area Urbana,154,7.22,7.22,2005
1510,050708,UPAHUACHO,Area Rural,1980,92.78,100.0,2005
1511,050708,UPAHUACHO,Total,2134,100.0,100.0,2005
1512,050801,PAUSA,Area Urbana,2310,71.25,71.25,2005
1513,050801,PAUSA,Area Rural,932,28.75,100.0,2005
1514,050801,PAUSA,Total,3242,100.0,100.0,2005
1515,050802,COLTA,Area Urbana,284,48.38,48.38,2005
1516,050802,COLTA,Area Rural,303,51.62,100.0,2005
1517,050802,COLTA,Total,587,100.0,100.0,2005
1518,050803,CORCULLA,Area Urbana,294,52.97,52.97,2005
1519,050803,CORCULLA,Area Rural,261,47.03,100.0,2005
1520,050803,CORCULLA,Total,555,100.0,100.0,2005
1521,050804,LAMPA,Area Urbana,1644,74.25,74.25,2005
1522,050804,LAMPA,Area Rural,570,25.75,100.0,2005
1523,050804,LAMPA,Total,2214,100.0,100.0,2005
1524,050805,MARCABAMBA,Area Urbana,593,76.52,76.52,2005
1525,050805,MARCABAMBA,Area Rural,182,23.48,100.0,2005
1526,050805,MARCABAMBA,Total,775,100.0,100.0,2005
1527,050806,OYOLO,Area Urbana,670,52.47,52.47,2005
1528,050806,OYOLO,Area Rural,607,47.53,100.0,2005
1529,050806,OYOLO,Total,1277,100.0,100.0,2005
1530,050807,PARARCA,Area Urbana,320,50.96,50.96,2005
1531,050807,PARARCA,Area Rural,308,49.04,100.0,2005
1532,050807,PARARCA,Total,628,100.0,100.0,2005
1533,050808,SAN JAVIER DE ALPABAMBA,Area Urbana,63,18.1,18.1,2005
1534,050808,SAN JAVIER DE ALPABAMBA,Area Rural,285,81.9,100.0,2005
1535,050808,SAN JAVIER DE ALPABAMBA,Total,348,100.0,100.0,2005
1536,050809,SAN JOSE DE USHUA,Area Urbana,126,65.28,65.28,2005
1537,050809,SAN JOSE DE USHUA,Area Rural,67,34.72,100.0,2005
1538,050809,SAN JOSE DE USHUA,Total,193,100.0,100.0,2005
1539,050810,SARA SARA,Area Urbana,639,80.78,80.78,2005
1540,050810,SARA SARA,Area Rural,152,19.22,100.0,2005
1541,050810,SARA SARA,Total,791,100.0,100.0,2005
1542,050901,QUEROBAMBA,Area Urbana,1801,65.8,65.8,2005
1543,050901,QUEROBAMBA,Area Rural,936,34.2,100.0,2005
1544,050901,QUEROBAMBA,Total,2737,100.0,100.0,2005
1545,050902,BELEN,Area Urbana,475,77.74,77.74,2005
1546,050902,BELEN,Area Rural,136,22.26,100.0,2005
1547,050902,BELEN,Total,611,100.0,100.0,2005
1548,050903,CHALCOS,Area Urbana,281,37.57,37.57,2005
1549,050903,CHALCOS,Area Rural,467,62.43,100.0,2005
1550,050903,CHALCOS,Total,748,100.0,100.0,2005
1551,050904,CHILCAYOC,Area Urbana,342,50.52,50.52,2005
1552,050904,CHILCAYOC,Area Rural,335,49.48,100.0,2005
1553,050904,CHILCAYOC,Total,677,100.0,100.0,2005
1554,050905,HUACAÑA,Area Urbana,405,63.98,63.98,2005
1555,050905,HUACAÑA,Area Rural,228,36.02,100.0,2005
1556,050905,HUACAÑA,Total,633,100.0,100.0,2005
1557,050906,MORCOLLA,Area Urbana,1470,67.12,67.12,2005
1558,050906,MORCOLLA,Area Rural,720,32.88,100.0,2005
1559,050906,MORCOLLA,Total,2190,100.0,100.0,2005
1560,050907,PAICO,Area Urbana,836,85.48,85.48,2005
1561,050907,PAICO,Area Rural,142,14.52,100.0,2005
1562,050907,PAICO,Total,978,100.0,100.0,2005
1563,050908,SAN PEDRO DE LARCAY,Area Urbana,629,53.53,53.53,2005
1564,050908,SAN PEDRO DE LARCAY,Area Rural,546,46.47,100.0,2005
1565,050908,SAN PEDRO DE LARCAY,Total,1175,100.0,100.0,2005
1566,050909,SAN SALVADOR DE QUIJE,Area Urbana,301,19.74,19.74,2005
1567,050909,SAN SALVADOR DE QUIJE,Area Rural,1224,80.26,100.0,2005
1568,050909,SAN SALVADOR DE QUIJE,Total,1525,100.0,100.0,2005
1569,050910,SANTIAGO DE PAUCARAY,Area Urbana,716,69.51,69.51,2005
1570,050910,SANTIAGO DE PAUCARAY,Area Rural,314,30.49,100.0,2005
1571,050910,SANTIAGO DE PAUCARAY,Total,1030,100.0,100.0,2005
1572,050911,SORAS,Area Urbana,1127,84.99,84.99,2005
1573,050911,SORAS,Area Rural,199,15.01,100.0,2005
1574,050911,SORAS,Total,1326,100.0,100.0,2005
1575,051001,HUANCAPI,Area Urbana,2163,87.93,87.93,2005
1576,051001,HUANCAPI,Area Rural,297,12.07,100.0,2005
1577,051001,HUANCAPI,Total,2460,100.0,100.0,2005
1578,051002,ALCAMENCA,Area Urbana,1558,78.93,78.93,2005
1579,051002,ALCAMENCA,Area Rural,416,21.07,100.0,2005
1580,051002,ALCAMENCA,Total,1974,100.0,100.0,2005
1581,051003,APONGO,Area Urbana,334,53.02,53.02,2005
1582,051003,APONGO,Area Rural,296,46.98,100.0,2005
1583,051003,APONGO,Total,630,100.0,100.0,2005
1584,051004,ASQUIPATA,Area Urbana,128,29.43,29.43,2005
1585,051004,ASQUIPATA,Area Rural,307,70.57,100.0,2005
1586,051004,ASQUIPATA,Total,435,100.0,100.0,2005
1587,051005,CANARIA,Area Urbana,2651,77.63,77.63,2005
1588,051005,CANARIA,Area Rural,764,22.37,100.0,2005
1589,051005,CANARIA,Total,3415,100.0,100.0,2005
1590,051006,CAYARA,Area Urbana,909,63.88,63.88,2005
1591,051006,CAYARA,Area Rural,514,36.12,100.0,2005
1592,051006,CAYARA,Total,1423,100.0,100.0,2005
1593,051007,COLCA,Area Urbana,689,51.23,51.23,2005
1594,051007,COLCA,Area Rural,656,48.77,100.0,2005
1595,051007,COLCA,Total,1345,100.0,100.0,2005
1596,051008,HUAMANQUIQUIA,Area Urbana,533,40.26,40.26,2005
1597,051008,HUAMANQUIQUIA,Area Rural,791,59.74,100.0,2005
1598,051008,HUAMANQUIQUIA,Total,1324,100.0,100.0,2005
1599,051009,HUANCARAYLLA,Area Urbana,1771,98.61,98.61,2005
1600,051009,HUANCARAYLLA,Area Rural,25,1.39,100.0,2005
1601,051009,HUANCARAYLLA,Total,1796,100.0,100.0,2005
1602,051010,HUAYA,Area Urbana,2205,87.29,87.29,2005
1603,051010,HUAYA,Area Rural,321,12.71,100.0,2005
1604,051010,HUAYA,Total,2526,100.0,100.0,2005
1605,051011,SARHUA,Area Urbana,2526,83.01,83.01,2005
1606,051011,SARHUA,Area Rural,517,16.99,100.0,2005
1607,051011,SARHUA,Total,3043,100.0,100.0,2005
1608,051012,VILCANCHOS,Area Urbana,931,28.34,28.34,2005
1609,051012,VILCANCHOS,Area Rural,2354,71.66,100.0,2005
1610,051012,VILCANCHOS,Total,3285,100.0,100.0,2005
1611,051101,VILCAS HUAMAN,Area Urbana,2715,32.3,32.3,2005
1612,051101,VILCAS HUAMAN,Area Rural,5691,67.7,100.0,2005
1613,051101,VILCAS HUAMAN,Total,8406,100.0,100.0,2005
1614,051102,ACCOMARCA,Area Urbana,1351,73.58,73.58,2005
1615,051102,ACCOMARCA,Area Rural,485,26.42,100.0,2005
1616,051102,ACCOMARCA,Total,1836,100.0,100.0,2005
1617,051103,CARHUANCA,Area Urbana,643,53.54,53.54,2005
1618,051103,CARHUANCA,Area Rural,558,46.46,100.0,2005
1619,051103,CARHUANCA,Total,1201,100.0,100.0,2005
1620,051104,CONCEPCION,Area Urbana,576,17.5,17.5,2005
1621,051104,CONCEPCION,Area Rural,2715,82.5,100.0,2005
1622,051104,CONCEPCION,Total,3291,100.0,100.0,2005
1623,051105,HUAMBALPA,Area Urbana,484,17.51,17.51,2005
1624,051105,HUAMBALPA,Area Rural,2280,82.49,100.0,2005
1625,051105,HUAMBALPA,Total,2764,100.0,100.0,2005
1626,051106,INDEPENDENCIA,Area Urbana,592,27.95,27.95,2005
1627,051106,INDEPENDENCIA,Area Rural,1526,72.05,100.0,2005
1628,051106,INDEPENDENCIA,Total,2118,100.0,100.0,2005
1629,051107,SAURAMA,Area Urbana,405,23.78,23.78,2005
1630,051107,SAURAMA,Area Rural,1298,76.22,100.0,2005
1631,051107,SAURAMA,Total,1703,100.0,100.0,2005
1632,051108,VISCHONGO,Area Urbana,1171,25.32,25.32,2005
1633,051108,VISCHONGO,Area Rural,3454,74.68,100.0,2005
1634,051108,VISCHONGO,Total,4625,100.0,100.0,2005
1635,060101,CAJAMARCA,Area Urbana,118817,75.77,75.77,2005
1636,060101,CAJAMARCA,Area Rural,38004,24.23,100.0,2005
1637,060101,CAJAMARCA,Total,156821,100.0,100.0,2005
1638,060102,ASUNCION,Area Urbana,792,8.74,8.74,2005
1639,060102,ASUNCION,Area Rural,8273,91.26,100.0,2005
1640,060102,ASUNCION,Total,9065,100.0,100.0,2005
1641,060103,CHETILLA,Area Urbana,335,8.1,8.1,2005
1642,060103,CHETILLA,Area Rural,3802,91.9,100.0,2005
1643,060103,CHETILLA,Total,4137,100.0,100.0,2005
1644,060104,COSPAN,Area Urbana,319,3.88,3.88,2005
1645,060104,COSPAN,Area Rural,7900,96.12,100.0,2005
1646,060104,COSPAN,Total,8219,100.0,100.0,2005
1647,060105,ENCAÑADA,Area Urbana,1037,4.63,4.63,2005
1648,060105,ENCAÑADA,Area Rural,21360,95.37,100.0,2005
1649,060105,ENCAÑADA,Total,22397,100.0,100.0,2005
1650,060106,JESUS,Area Urbana,2027,14.4,14.4,2005
1651,060106,JESUS,Area Rural,12048,85.6,100.0,2005
1652,060106,JESUS,Total,14075,100.0,100.0,2005
1653,060107,LLACANORA,Area Urbana,562,12.08,12.08,2005
1654,060107,LLACANORA,Area Rural,4089,87.92,100.0,2005
1655,060107,LLACANORA,Total,4651,100.0,100.0,2005
1656,060108,LOS BAÑOS DEL INCA,Area Urbana,10262,32.31,32.31,2005
1657,060108,LOS BAÑOS DEL INCA,Area Rural,21502,67.69,100.0,2005
1658,060108,LOS BAÑOS DEL INCA,Total,31764,100.0,100.0,2005
1659,060109,MAGDALENA,Area Urbana,2523,27.8,27.8,2005
1660,060109,MAGDALENA,Area Rural,6552,72.2,100.0,2005
1661,060109,MAGDALENA,Total,9075,100.0,100.0,2005
1662,060110,MATARA,Area Urbana,721,20.26,20.26,2005
1663,060110,MATARA,Area Rural,2838,79.74,100.0,2005
1664,060110,MATARA,Total,3559,100.0,100.0,2005
1665,060111,NAMORA,Area Urbana,1199,14.02,14.02,2005
1666,060111,NAMORA,Area Rural,7353,85.98,100.0,2005
1667,060111,NAMORA,Total,8552,100.0,100.0,2005
1668,060112,SAN JUAN,Area Urbana,802,15.64,15.64,2005
1669,060112,SAN JUAN,Area Rural,4326,84.36,100.0,2005
1670,060112,SAN JUAN,Total,5128,100.0,100.0,2005
1671,060201,CAJABAMBA,Area Urbana,12829,48.53,48.53,2005
1672,060201,CAJABAMBA,Area Rural,13608,51.47,100.0,2005
1673,060201,CAJABAMBA,Total,26437,100.0,100.0,2005
1674,060202,CACHACHI,Area Urbana,627,2.52,2.52,2005
1675,060202,CACHACHI,Area Rural,24238,97.48,100.0,2005
1676,060202,CACHACHI,Total,24865,100.0,100.0,2005
1677,060203,CONDEBAMBA,Area Urbana,569,4.0,4.0,2005
1678,060203,CONDEBAMBA,Area Rural,13645,96.0,100.0,2005
1679,060203,CONDEBAMBA,Total,14214,100.0,100.0,2005
1680,060204,SITACOCHA,Area Urbana,2063,21.78,21.78,2005
1681,060204,SITACOCHA,Area Rural,7409,78.22,100.0,2005
1682,060204,SITACOCHA,Total,9472,100.0,100.0,2005
1683,060301,CELENDIN,Area Urbana,13244,58.93,58.93,2005
1684,060301,CELENDIN,Area Rural,9232,41.07,100.0,2005
1685,060301,CELENDIN,Total,22476,100.0,100.0,2005
1686,060302,CHUMUCH,Area Urbana,224,6.9,6.9,2005
1687,060302,CHUMUCH,Area Rural,3024,93.1,100.0,2005
1688,060302,CHUMUCH,Total,3248,100.0,100.0,2005
1689,060303,CORTEGANA,Area Urbana,258,3.13,3.13,2005
1690,060303,CORTEGANA,Area Rural,7995,96.87,100.0,2005
1691,060303,CORTEGANA,Total,8253,100.0,100.0,2005
1692,060304,HUASMIN,Area Urbana,196,1.33,1.33,2005
1693,060304,HUASMIN,Area Rural,14491,98.67,100.0,2005
1694,060304,HUASMIN,Total,14687,100.0,100.0,2005
1695,060305,JORGE CHAVEZ,Area Urbana,249,36.03,36.03,2005
1696,060305,JORGE CHAVEZ,Area Rural,442,63.97,100.0,2005
1697,060305,JORGE CHAVEZ,Total,691,100.0,100.0,2005
1698,060306,JOSE GALVEZ,Area Urbana,925,34.43,34.43,2005
1699,060306,JOSE GALVEZ,Area Rural,1762,65.57,100.0,2005
1700,060306,JOSE GALVEZ,Total,2687,100.0,100.0,2005
1701,060307,MIGUEL IGLESIAS,Area Urbana,361,7.5,7.5,2005
1702,060307,MIGUEL IGLESIAS,Area Rural,4454,92.5,100.0,2005
1703,060307,MIGUEL IGLESIAS,Total,4815,100.0,100.0,2005
1704,060308,OXAMARCA,Area Urbana,558,8.21,8.21,2005
1705,060308,OXAMARCA,Area Rural,6236,91.79,100.0,2005
1706,060308,OXAMARCA,Total,6794,100.0,100.0,2005
1707,060309,SOROCHUCO,Area Urbana,557,5.45,5.45,2005
1708,060309,SOROCHUCO,Area Rural,9659,94.55,100.0,2005
1709,060309,SOROCHUCO,Total,10216,100.0,100.0,2005
1710,060310,SUCRE,Area Urbana,1188,20.43,20.43,2005
1711,060310,SUCRE,Area Rural,4628,79.57,100.0,2005
1712,060310,SUCRE,Total,5816,100.0,100.0,2005
1713,060311,UTCO,Area Urbana,91,6.21,6.21,2005
1714,060311,UTCO,Area Rural,1375,93.79,100.0,2005
1715,060311,UTCO,Total,1466,100.0,100.0,2005
1716,060312,LA LIBERTAD DE PALLAN,Area Urbana,587,7.47,7.47,2005
1717,060312,LA LIBERTAD DE PALLAN,Area Rural,7270,92.53,100.0,2005
1718,060312,LA LIBERTAD DE PALLAN,Total,7857,100.0,100.0,2005
1719,060401,CHOTA,Area Urbana,13972,28.91,28.91,2005
1720,060401,CHOTA,Area Rural,34360,71.09,100.0,2005
1721,060401,CHOTA,Total,48332,100.0,100.0,2005
1722,060402,ANGUIA,Area Urbana,372,8.19,8.19,2005
1723,060402,ANGUIA,Area Rural,4170,91.81,100.0,2005
1724,060402,ANGUIA,Total,4542,100.0,100.0,2005
1725,060403,CHADIN,Area Urbana,416,9.58,9.58,2005
1726,060403,CHADIN,Area Rural,3928,90.42,100.0,2005
1727,060403,CHADIN,Total,4344,100.0,100.0,2005
1728,060404,CHIGUIRIP,Area Urbana,405,7.93,7.93,2005
1729,060404,CHIGUIRIP,Area Rural,4701,92.07,100.0,2005
1730,060404,CHIGUIRIP,Total,5106,100.0,100.0,2005
1731,060405,CHIMBAN,Area Urbana,591,20.8,20.8,2005
1732,060405,CHIMBAN,Area Rural,2251,79.2,100.0,2005
1733,060405,CHIMBAN,Total,2842,100.0,100.0,2005
1734,060406,CHOROPAMPA,Area Urbana,334,9.6,9.6,2005
1735,060406,CHOROPAMPA,Area Rural,3146,90.4,100.0,2005
1736,060406,CHOROPAMPA,Total,3480,100.0,100.0,2005
1737,060407,COCHABAMBA,Area Urbana,1231,17.34,17.34,2005
1738,060407,COCHABAMBA,Area Rural,5867,82.66,100.0,2005
1739,060407,COCHABAMBA,Total,7098,100.0,100.0,2005
1740,060408,CONCHAN,Area Urbana,397,5.72,5.72,2005
1741,060408,CONCHAN,Area Rural,6542,94.28,100.0,2005
1742,060408,CONCHAN,Total,6939,100.0,100.0,2005
1743,060409,HUAMBOS,Area Urbana,1182,12.18,12.18,2005
1744,060409,HUAMBOS,Area Rural,8526,87.82,100.0,2005
1745,060409,HUAMBOS,Total,9708,100.0,100.0,2005
1746,060410,LAJAS,Area Urbana,1983,14.8,14.8,2005
1747,060410,LAJAS,Area Rural,11418,85.2,100.0,2005
1748,060410,LAJAS,Total,13401,100.0,100.0,2005
1749,060411,LLAMA,Area Urbana,970,12.76,12.76,2005
1750,060411,LLAMA,Area Rural,6631,87.24,100.0,2005
1751,060411,LLAMA,Total,7601,100.0,100.0,2005
1752,060412,MIRACOSTA,Area Urbana,162,5.15,5.15,2005
1753,060412,MIRACOSTA,Area Rural,2982,94.85,100.0,2005
1754,060412,MIRACOSTA,Total,3144,100.0,100.0,2005
1755,060413,PACCHA,Area Urbana,944,18.31,18.31,2005
1756,060413,PACCHA,Area Rural,4211,81.69,100.0,2005
1757,060413,PACCHA,Total,5155,100.0,100.0,2005
1758,060414,PION,Area Urbana,955,51.71,51.71,2005
1759,060414,PION,Area Rural,892,48.29,100.0,2005
1760,060414,PION,Total,1847,100.0,100.0,2005
1761,060415,QUEROCOTO,Area Urbana,1079,11.01,11.01,2005
1762,060415,QUEROCOTO,Area Rural,8725,88.99,100.0,2005
1763,060415,QUEROCOTO,Total,9804,100.0,100.0,2005
1764,060416,SAN JUAN DE LICUPIS,Area Urbana,225,18.91,18.91,2005
1765,060416,SAN JUAN DE LICUPIS,Area Rural,965,81.09,100.0,2005
1766,060416,SAN JUAN DE LICUPIS,Total,1190,100.0,100.0,2005
1767,060417,TACABAMBA,Area Urbana,2402,13.09,13.09,2005
1768,060417,TACABAMBA,Area Rural,15945,86.91,100.0,2005
1769,060417,TACABAMBA,Total,18347,100.0,100.0,2005
1770,060418,TOCMOCHE,Area Urbana,182,19.91,19.91,2005
1771,060418,TOCMOCHE,Area Rural,732,80.09,100.0,2005
1772,060418,TOCMOCHE,Total,914,100.0,100.0,2005
1773,060419,CHALAMARCA,Area Urbana,1082,9.31,9.31,2005
1774,060419,CHALAMARCA,Area Rural,10535,90.69,100.0,2005
1775,060419,CHALAMARCA,Total,11617,100.0,100.0,2005
1776,060501,CONTUMAZA,Area Urbana,2923,31.79,31.79,2005
1777,060501,CONTUMAZA,Area Rural,6272,68.21,100.0,2005
1778,060501,CONTUMAZA,Total,9195,100.0,100.0,2005
1779,060502,CHILETE,Area Urbana,2485,76.53,76.53,2005
1780,060502,CHILETE,Area Rural,762,23.47,100.0,2005
1781,060502,CHILETE,Total,3247,100.0,100.0,2005
1782,060503,CUPISNIQUE,Area Urbana,228,13.76,13.76,2005
1783,060503,CUPISNIQUE,Area Rural,1429,86.24,100.0,2005
1784,060503,CUPISNIQUE,Total,1657,100.0,100.0,2005
1785,060504,GUZMANGO,Area Urbana,228,7.5,7.5,2005
1786,060504,GUZMANGO,Area Rural,2811,92.5,100.0,2005
1787,060504,GUZMANGO,Total,3039,100.0,100.0,2005
1788,060505,SAN BENITO,Area Urbana,498,13.78,13.78,2005
1789,060505,SAN BENITO,Area Rural,3115,86.22,100.0,2005
1790,060505,SAN BENITO,Total,3613,100.0,100.0,2005
1791,060506,SANTA CRUZ DE TOLED,Area Urbana,107,9.75,9.75,2005
1792,060506,SANTA CRUZ DE TOLED,Area Rural,990,90.25,100.0,2005
1793,060506,SANTA CRUZ DE TOLED,Total,1097,100.0,100.0,2005
1794,060507,TANTARICA,Area Urbana,1268,49.0,49.0,2005
1795,060507,TANTARICA,Area Rural,1320,51.0,100.0,2005
1796,060507,TANTARICA,Total,2588,100.0,100.0,2005
1797,060508,YONAN,Area Urbana,5113,64.15,64.15,2005
1798,060508,YONAN,Area Rural,2857,35.85,100.0,2005
1799,060508,YONAN,Total,7970,100.0,100.0,2005
1800,060601,CUTERVO,Area Urbana,14484,27.13,27.13,2005
1801,060601,CUTERVO,Area Rural,38898,72.87,100.0,2005
1802,060601,CUTERVO,Total,53382,100.0,100.0,2005
1803,060602,CALLAYUC,Area Urbana,356,3.15,3.15,2005
1804,060602,CALLAYUC,Area Rural,10930,96.85,100.0,2005
1805,060602,CALLAYUC,Total,11286,100.0,100.0,2005
1806,060603,CHOROS,Area Urbana,350,8.83,8.83,2005
1807,060603,CHOROS,Area Rural,3616,91.17,100.0,2005
1808,060603,CHOROS,Total,3966,100.0,100.0,2005
1809,060604,CUJILLO,Area Urbana,262,8.74,8.74,2005
1810,060604,CUJILLO,Area Rural,2736,91.26,100.0,2005
1811,060604,CUJILLO,Total,2998,100.0,100.0,2005
1812,060605,LA RAMADA,Area Urbana,480,10.22,10.22,2005
1813,060605,LA RAMADA,Area Rural,4215,89.78,100.0,2005
1814,060605,LA RAMADA,Total,4695,100.0,100.0,2005
1815,060606,PIMPINGOS,Area Urbana,431,6.96,6.96,2005
1816,060606,PIMPINGOS,Area Rural,5765,93.04,100.0,2005
1817,060606,PIMPINGOS,Total,6196,100.0,100.0,2005
1818,060607,QUEROCOTILLO,Area Urbana,981,5.96,5.96,2005
1819,060607,QUEROCOTILLO,Area Rural,15477,94.04,100.0,2005
1820,060607,QUEROCOTILLO,Total,16458,100.0,100.0,2005
1821,060608,SAN ANDRES DE CUTERVO,Area Urbana,1010,17.11,17.11,2005
1822,060608,SAN ANDRES DE CUTERVO,Area Rural,4894,82.89,100.0,2005
1823,060608,SAN ANDRES DE CUTERVO,Total,5904,100.0,100.0,2005
1824,060609,SAN JUAN DE CUTERVO,Area Urbana,442,18.64,18.64,2005
1825,060609,SAN JUAN DE CUTERVO,Area Rural,1929,81.36,100.0,2005
1826,060609,SAN JUAN DE CUTERVO,Total,2371,100.0,100.0,2005
1827,060610,SAN LUIS DE LUCMA,Area Urbana,609,14.79,14.79,2005
1828,060610,SAN LUIS DE LUCMA,Area Rural,3510,85.21,100.0,2005
1829,060610,SAN LUIS DE LUCMA,Total,4119,100.0,100.0,2005
1830,060611,SANTA CRUZ,Area Urbana,251,7.44,7.44,2005
1831,060611,SANTA CRUZ,Area Rural,3121,92.56,100.0,2005
1832,060611,SANTA CRUZ,Total,3372,100.0,100.0,2005
1833,060612,SANTO DOMINGO DE LA CAPILLA,Area Urbana,777,13.59,13.59,2005
1834,060612,SANTO DOMINGO DE LA CAPILLA,Area Rural,4941,86.41,100.0,2005
1835,060612,SANTO DOMINGO DE LA CAPILLA,Total,5718,100.0,100.0,2005
1836,060613,SANTO TOMAS,Area Urbana,1367,14.89,14.89,2005
1837,060613,SANTO TOMAS,Area Rural,7815,85.11,100.0,2005
1838,060613,SANTO TOMAS,Total,9182,100.0,100.0,2005
1839,060614,SOCOTA,Area Urbana,2265,20.05,20.05,2005
1840,060614,SOCOTA,Area Rural,9032,79.95,100.0,2005
1841,060614,SOCOTA,Total,11297,100.0,100.0,2005
1842,060615,TORIBIO CASANOVA,Area Urbana,346,21.77,21.77,2005
1843,060615,TORIBIO CASANOVA,Area Rural,1243,78.23,100.0,2005
1844,060615,TORIBIO CASANOVA,Total,1589,100.0,100.0,2005
1845,060701,BAMBAMARCA,Area Urbana,12108,16.25,16.25,2005
1846,060701,BAMBAMARCA,Area Rural,62405,83.75,100.0,2005
1847,060701,BAMBAMARCA,Total,74513,100.0,100.0,2005
1848,060702,CHUGUR,Area Urbana,215,5.72,5.72,2005
1849,060702,CHUGUR,Area Rural,3545,94.28,100.0,2005
1850,060702,CHUGUR,Total,3760,100.0,100.0,2005
1851,060703,HUALGAYOC,Area Urbana,1116,7.06,7.06,2005
1852,060703,HUALGAYOC,Area Rural,14687,92.94,100.0,2005
1853,060703,HUALGAYOC,Total,15803,100.0,100.0,2005
1854,060801,JAEN,Area Urbana,63464,79.45,79.45,2005
1855,060801,JAEN,Area Rural,16419,20.55,100.0,2005
1856,060801,JAEN,Total,79883,100.0,100.0,2005
1857,060802,BELLAVISTA,Area Urbana,6932,39.78,39.78,2005
1858,060802,BELLAVISTA,Area Rural,10496,60.22,100.0,2005
1859,060802,BELLAVISTA,Total,17428,100.0,100.0,2005
1860,060803,CHONTALI,Area Urbana,1163,11.24,11.24,2005
1861,060803,CHONTALI,Area Rural,9181,88.76,100.0,2005
1862,060803,CHONTALI,Total,10344,100.0,100.0,2005
1863,060804,COLASAY,Area Urbana,1551,12.83,12.83,2005
1864,060804,COLASAY,Area Rural,10537,87.17,100.0,2005
1865,060804,COLASAY,Total,12088,100.0,100.0,2005
1866,060805,HUABAL,Area Urbana,775,9.81,9.81,2005
1867,060805,HUABAL,Area Rural,7126,90.19,100.0,2005
1868,060805,HUABAL,Total,7901,100.0,100.0,2005
1869,060806,LAS PIRIAS,Area Urbana,552,14.16,14.16,2005
1870,060806,LAS PIRIAS,Area Rural,3347,85.84,100.0,2005
1871,060806,LAS PIRIAS,Total,3899,100.0,100.0,2005
1872,060807,POMAHUACA,Area Urbana,1281,14.01,14.01,2005
1873,060807,POMAHUACA,Area Rural,7865,85.99,100.0,2005
1874,060807,POMAHUACA,Total,9146,100.0,100.0,2005
1875,060808,PUCARA,Area Urbana,3227,45.8,45.8,2005
1876,060808,PUCARA,Area Rural,3819,54.2,100.0,2005
1877,060808,PUCARA,Total,7046,100.0,100.0,2005
1878,060809,SALLIQUE,Area Urbana,801,10.13,10.13,2005
1879,060809,SALLIQUE,Area Rural,7107,89.87,100.0,2005
1880,060809,SALLIQUE,Total,7908,100.0,100.0,2005
1881,060810,SAN FELIPE,Area Urbana,415,7.65,7.65,2005
1882,060810,SAN FELIPE,Area Rural,5008,92.35,100.0,2005
1883,060810,SAN FELIPE,Total,5423,100.0,100.0,2005
1884,060811,SAN JOSE DEL ALTO,Area Urbana,490,7.42,7.42,2005
1885,060811,SAN JOSE DEL ALTO,Area Rural,6118,92.58,100.0,2005
1886,060811,SAN JOSE DEL ALTO,Total,6608,100.0,100.0,2005
1887,060812,SANTA ROSA,Area Urbana,2336,19.43,19.43,2005
1888,060812,SANTA ROSA,Area Rural,9689,80.57,100.0,2005
1889,060812,SANTA ROSA,Total,12025,100.0,100.0,2005
1890,060901,SAN IGNACIO,Area Urbana,9403,29.6,29.6,2005
1891,060901,SAN IGNACIO,Area Rural,22368,70.4,100.0,2005
1892,060901,SAN IGNACIO,Total,31771,100.0,100.0,2005
1893,060902,CHIRINOS,Area Urbana,2334,17.11,17.11,2005
1894,060902,CHIRINOS,Area Rural,11306,82.89,100.0,2005
1895,060902,CHIRINOS,Total,13640,100.0,100.0,2005
1896,060903,HUARANGO,Area Urbana,2003,9.68,9.68,2005
1897,060903,HUARANGO,Area Rural,18689,90.32,100.0,2005
1898,060903,HUARANGO,Total,20692,100.0,100.0,2005
1899,060904,LA COIPA,Area Urbana,1115,6.05,6.05,2005
1900,060904,LA COIPA,Area Rural,17307,93.95,100.0,2005
1901,060904,LA COIPA,Total,18422,100.0,100.0,2005
1902,060905,NAMBALLE,Area Urbana,1023,12.03,12.03,2005
1903,060905,NAMBALLE,Area Rural,7478,87.97,100.0,2005
1904,060905,NAMBALLE,Total,8501,100.0,100.0,2005
1905,060906,SAN JOSE DE LOURDES,Area Urbana,939,5.06,5.06,2005
